applicant,application_date,application_number,document_date,document_number,inventor,title
潍柴动力股份有限公司,2015-11-11,CN201510766891.6,2016-01-27,CN105275642A,"刘成龙,陈玉杰,李同楠",一种后取力时的发动机转速控制结构及其控制方法
潍柴动力股份有限公司,2015-11-30,CN201510862559.X,2016-03-30,CN105438178A,"刘兴义,陈琳,董英荣",一种车辆负载预估方法及系统
潍柴动力股份有限公司,2015-12-24,CN201510990196.8,2016-03-30,CN105444470A,"毛洪海,蔡吉闽,张钦超",一种汽车空调蒸发器
常德中联重科液压有限公司,2013-07-09,CN201310286837.2,2016-02-03,CN103343758B,"陈志超,潘文华",液控式通流控制阀组、挖掘机动臂液压控制系统和挖掘机
潍柴动力股份有限公司,2012-09-20,CN201210351654.X,2016-03-30,CN102879200B,"范振勇,孙永亮,王秀雷,马雁",一种测定发动机常用工作区的方法、装置及系统
潍柴动力股份有限公司,2015-12-01,CN201510868332.6,2016-03-23,CN105422300A,"杨拴宝,李玥,姬广烁",一种发动机控制方法及系统
潍柴动力股份有限公司,2015-11-16,CN201510788265.7,2016-03-23,CN105421509A,"姜雷,施春梅,雷保军,李艳龙,杨杰,秦玉钻",一种混合动力挖掘机动臂势能回收装置及混合动力挖掘机
常德中联重科液压有限公司,2013-08-21,CN201310367187.4,2016-02-24,CN103423226B,"江文渊,汪星辰,居梦雄,廖启辉",换向阀组件及包括该换向阀组件的液压系统
长沙中联重科环卫机械有限公司,2013-12-10,CN201310667362.1,2016-02-03,CN103692678B,邓文程,垃圾压缩机和垃圾压缩站
潍柴动力股份有限公司,2016-08-30,CN201610769960.3,2016-12-14,CN106224133A,"许帅,李云霞,江楠,秦涛",EGR管路故障检测方法
潍柴动力股份有限公司,2016-08-30,CN201610769985.3,2016-12-14,CN106224047A,张威,一种发动机及其制动机构
长沙中联重科环卫机械有限公司,2013-12-20,CN201310712761.5,2016-02-03,CN103696381B,"易尧,苏伟,李珍,龙亮,邓炼",一种路缘清扫控制方法、控制装置、控制系统及其清扫车
中联重科股份有限公司渭南分公司,2012-11-27,CN201210493291.3,2016-02-03,CN102996265B,"王科,单晓宁",工程机械设备及其发动机转速控制方法、装置和系统
潍柴动力股份有限公司,2016-08-30,CN201610770198.0,2016-12-21,CN106246307A,"秦涛,覃艳,张雷波,葛浩",一种检测方法及装置
潍柴动力股份有限公司,2016-07-11,CN201610543781.8,2016-10-12,CN106014674A,"李勤,李明,陈秀明,李继超,齐少豹",一种绝热活塞
上海中联重科桩工机械有限公司,2013-02-06,CN201310048375.0,2016-02-03,CN103089145B,"孔祥玉,黄志明,常延沛,黄伟民",旋挖钻机的潜孔锤动力头和旋挖钻机
长沙中联重科环卫机械有限公司,2013-12-10,CN201310669892.X,2016-01-20,CN103662748B,"刘臻树,高根树,杨光明,魏剑锋",匀料装置
中联重科股份有限公司渭南分公司,2014-05-15,CN201410209062.3,2016-02-17,CN104006035B,"金开,白晶,张龙,张欣,赵晓眯",负流量液压控制回路、方法、执行机构以及系统
潍柴动力股份有限公司,2016-08-30,CN201610765577.0,2016-12-21,CN106246399A,"曾笑笑,李磊,王景丽,袁怡刚,赵宏恩,吕慧敏",发动机气缸盖鼻梁区结构、发动机气缸盖及发动机
潍柴动力股份有限公司,2016-08-30,CN201610769678.5,2016-12-21,CN106246301A,"吕志华,张朝阳,仲昆,李丕茂",一种排气温度控制系统及控制方法
潍柴动力股份有限公司,2016-04-18,CN201610239776.8,2017-11-10,CN105642836B,"齐亚平,庄肃栋,明金元,杜纪柱,王超,陈玉英,尚嘉丽",组芯粘合工艺及气缸盖砂芯组芯方法
上海中联重科桩工机械有限公司,2014-06-25,CN201410290581.7,2016-02-03,CN104033109B,"檀和来,常延沛",旋挖钻机桅杆及其组装方法
长沙中联重科环卫机械有限公司,2013-12-17,CN201310692673.3,2016-02-24,CN103708149B,"刘臻树,江雪",挡桶组件和垃圾压缩车
潍柴动力股份有限公司,2015-07-13,CN201510409239.9,2017-11-10,CN104929736B,王震华,燃气车载催化器再生的控制方法
潍柴动力股份有限公司,2013-07-01,CN201310272989.7,2017-11-10,CN103303139B,"贾红杰,张茂伟,栗明,聂标涛",一种取力器
上海中联重科桩工机械有限公司,2014-08-12,CN201410395356.X,2017-02-15,CN104295907B,"朱长林,乔国华,陈华川",管道堵塞位置检测系统和检测方法
长沙中联重科环卫机械有限公司,2014-12-18,CN201410798128.7,2017-02-01,CN104445470B,"舒春亮,彭清",废水处理装置
中联重科股份有限公司渭南分公司,2013-12-13,CN201310684024.9,2017-02-01,CN103674223B,"袁治远,冯坤鹏,李珍,陈军,薛莽",噪声源测试装置、系统及方法
潍柴动力股份有限公司,2017-06-30,CN201710519731.0,2017-09-29,CN107218137A,"朱江苏,吕文芝,刘刚,尹东东,姚泽光,李建东",发动机油门调节系统及使用该油门调节系统的发动机
潍柴动力股份有限公司,2016-06-28,CN201610495214.X,2017-10-03,CN105971950B,"刘林,李海军,杨斌,韩永庆",恒速液压控制装置、搅拌车及恒速液压控制方法
中联重科股份有限公司渭南分公司,2014-05-27,CN201410227924.5,2016-12-07,CN103993623B,"金开,白晶,张龙,丁新旗,赵增耀",挖掘机及其铲斗液压系统和控制其铲斗挖掘速度的方法
长沙中联重科环卫机械有限公司,2013-11-28,CN201310625845.5,2017-02-22,CN104674736B,"肖庆麟,龙亮,甘新宇,吴小云",道路清洁车辆
上海中联重科桩工机械有限公司,2014-12-10,CN201410756357.2,2017-02-22,CN104612597B,"杨涛,黄志明,张旭辉",一种芯节杆及具有其的旋挖钻机钻杆
上海中联重科桩工机械有限公司,2015-03-26,CN201510136879.7,2017-03-01,CN104743463B,"罗慧,王强华,梁智博",一种钢丝绳保护装置及具有其的旋挖钻机
上海中联重科桩工机械有限公司,2014-11-03,CN201410608398.7,2017-03-15,CN104373399B,何杰,可实现多扭矩输出的液压系统及旋挖钻机
常德中联重科液压有限公司,2013-11-29,CN201310625915.7,2015-09-30,CN103615435B,"居梦雄,邓东,杨红,周启迪",液压油流量测试装置
上海中联重科桩工机械有限公司,2013-10-29,CN201310520666.5,2015-09-30,CN103557388B,"梅峰,朱长林,乔国华",转换接头、泥浆管总成和双轮铣成槽机
扬州润扬物流装备有限公司,2015-03-12,CN201520142534.8,2015-09-02,CN204608945U,"罗时顺,李波,吕雪松,廖伟,王彬,庞彦飞",箱底排水结构、集装箱模块化淋浴间及集装箱模块化建筑
南通中集特种运输设备制造有限公司,2015-07-16,CN201520519444.6,2015-12-09,CN204846947U,"张新林,马锡山",集装箱底架
广东新会中集特种运输设备有限公司,2016-12-21,CN201621415741.7,2017-07-28,CN206356837U,"王宝东,陆宏文,关植林,刘俊",集装箱侧墙存储及上总装系统
南通中集特种运输设备制造有限公司,2016-12-09,CN201621355248.0,2017-08-04,CN206375215U,"吕国权,郭伟嘉,陆新林",双层可折叠的框架箱
大连中集物流装备有限公司,2016-12-14,CN201621376573.5,2017-08-04,CN206375112U,"回凤娜,李永哲,王忠连,倪建生,于美娜,李波",双层容器
太仓中集特种物流装备有限公司,2016-10-28,CN201621195497.8,2017-08-04,CN206375163U,"李爱华,许新祥",托架装置及具有其的运输装置
大连中集物流装备有限公司,2017-03-02,CN201720199244.6,2017-10-20,CN206569409U,"苏继军,孙士国,李维佳",托盘箱
青岛中集集装箱制造有限公司,2017-03-21,CN201720279780.7,2017-10-20,CN206569714U,"范健,吴军,姜卫东,唐玉杰,王雪峰",板材倾斜上料机构
青岛中集集装箱制造有限公司,2017-03-28,CN201720315724.4,2017-11-24,CN206666278U,"马嘉启,吴军,杨楠",一种箱体
太仓中集冷藏物流装备有限公司,2017-02-22,CN201720162551.7,2017-09-29,CN206528876U,"黄国浩,杨维廷,武馨,马兆云,申玉刚",保温设备及具有其的运输设备
大连中集物流装备有限公司,2016-12-22,CN201621419732.5,2017-08-04,CN206375212U,"庞连军,程昊,汪亮,高扬,丛秀凤,李福虎,孙明君",顶盖密封装置及具有其的集装箱
扬州润扬物流装备有限公司,2017-01-25,CN201720101595.9,2017-09-22,CN206511435U,"刘波,姜笃良,秦汝涛,孔庆贺",集装箱底锁及具有其的集装箱
南通中集特种运输设备制造有限公司,2017-08-01,CN201720954255.0,2018-03-16,CN207107490U,"薛军峰,李爱华,陆新林,章志军",底侧梁和集装箱
大连中集特种物流装备有限公司,2017-05-15,CN201720536444.6,2018-03-16,CN207107460U,"李福虎,丛秀凤,庞连军,倪建生,王忠连",一种进料装置及散料运输箱
扬州通利冷藏集装箱有限公司,2017-08-09,CN201720993980.9,2018-03-16,CN207107450U,"杨保同,姜涤清,张志勇,樊国峰,张冬兰",用于集装箱的悬挂装置、框型龙门结构和集装箱
青岛中集特种冷藏设备有限公司,2017-09-06,CN201721141370.2,2018-03-27,CN207141958U,"樊平燕,孙吉栋,张洪春,渠祥乐,田吉海",集装箱及具有其的集装箱组
青岛中集特种冷藏设备有限公司,2017-08-01,CN201720952063.6,2018-03-16,CN207107449U,"樊平燕,孙吉栋,胡亮,张洪春,王洪鑫,刘伟,申兴沛,孙立赢",冷藏集装箱
太仓中集特种物流装备有限公司,2017-03-08,CN201720223623.4,2018-01-30,CN206939524U,"吕国权,陈旭日",一种门端密封装置及具有其的集装箱
中国国际海运集装箱(集团)股份有限公司,2017-07-06,CN201720814878.8,2018-01-30,CN206939515U,不公告发明人,运车架
太仓中集冷藏物流装备有限公司,2017-06-19,CN201720713991.7,2018-01-30,CN206939513U,"黄国浩,杨维廷,郭翠群,苗健",保温运输设备
潍柴动力股份有限公司,2014-07-02,CN201410312744.7,2017-10-03,CN104121081B,"王奉双,张素英,李俊普,高伟",一种SCR尾气处理系统的进气管、SCR尾气处理系统
潍柴动力股份有限公司,2017-08-18,CN201710713649.1,2017-12-08,CN107448462A,"张子寒,白雪松,周黎明",紧固连接装置
潍柴动力股份有限公司,2015-06-16,CN201510334163.8,2017-12-05,CN104879211B,"姚旺,张广西,南宁宁,代子阳,栾军山,李峰",非对称流道涡轮增压器的控制装置和控制方法
潍柴动力股份有限公司,2017-09-21,CN201710858032.9,2017-12-22,CN107503815A,"王飞,乔军,徐得石,王刚,乔芳,马高强",一种气门桥、气门驱动机构及发动机
潍柴动力股份有限公司,2017-09-07,CN201710799348.5,2017-12-29,CN107524528A,"王贵琛,罗国良",一种排气制动蝶阀失效检测方法及装置
潍柴动力股份有限公司,2015-07-23,CN201510438681.4,2017-12-05,CN104989536B,"韩金辉,赵联海,李丽丽,刘鑫,都全贵",一种柴油机进气控制方法
潍柴动力股份有限公司,2015-07-01,CN201510378520.0,2018-01-30,CN105041964B,"吴永强,李成艳,乔军,郝斌",内燃机曲轴减振器的设置方法
潍柴动力股份有限公司,2016-01-08,CN201610013036.2,2018-01-30,CN105569803B,"王贵琛,孔祥花,么丽丽,张鲁兵,丁栎力",基于两速电控水泵的发动机热管理控制方法及装置
潍柴动力股份有限公司,2017-08-16,CN201710702471.0,2018-01-19,CN107607228A,"魏春修,于光霁,孙卫顺,葛浩,袁彬,张铖,孙世强",一种温度传感器检测装置
潍柴动力(潍坊)再制造有限公司,2016-01-20,CN201610038066.9,2016-04-27,CN105522324A,"孙占昌,牟海堂,王亮,孙永康,孟庆建",气缸体凸轮轴底孔化套缺陷的修复方法及发动机气缸体
潍柴动力股份有限公司,2014-04-08,CN201410139166.1,2016-06-08,CN103982306B,"李庆磊,齐帅,毕来文",柴油机的电熄火器及其电路板控制系统、方法
潍柴动力股份有限公司,2016-01-11,CN201610015674.8,2016-06-15,CN105667330A,"唐凤坤,孙磊,陈宾",一种DCDC的控制方法及系统
潍柴动力股份有限公司,2016-04-18,CN201610240176.3,2016-06-15,CN105667513A,"王继磊,朱江苏,刘刚,吕文芝,赵伟,赵甲运",一种多驾驶模式控制装置
潍柴动力股份有限公司,2013-11-14,CN201310566777.X,2016-06-08,CN103670605B,"唐蛟,苗垒,王意宝,王堃,张晓丽,王东升",一种柴油机及其颗粒物捕集器再生装置
潍柴动力股份有限公司,2016-01-13,CN201610021268.2,2016-06-08,CN105649736A,"闫立冰,纪小娟,任宪丰,张雷波",氧传感器故障检测方法及装置
潍柴动力股份有限公司,2016-02-29,CN201610112516.4,2016-06-15,CN105667500A,"王维振,石伟,高文进,尹良,冯美丽",单轴并联混合动力公交车电量平衡自适应标定方法
潍柴动力股份有限公司,2016-01-14,CN201610023862.5,2016-06-15,CN105673266A,"王震华,张娟,孙万超,孙洲律,张永恒,赵巍,曾笑笑,吕慧敏,李佳利",一种EGR发动机的EGR废气流量测量方法
湖南中联重科智能技术有限公司,2014-03-06,CN201410080677.0,2015-10-14,CN103879910B,"刘涛,郑庆华,李伟雄,伏啦,李金平",起重机配重自装卸系统、方法、装置及起重机
潍柴动力股份有限公司,2012-12-18,CN201210553430.7,2016-06-08,CN102991339B,"韩尔樑,李会收,潘凤文,刘信奎,陈雪丽",一种电动汽车高压部件的冷却装置及冷却方法
潍柴动力股份有限公司,2016-01-07,CN201610008506.6,2016-06-22,CN105691198A,"李丕茂,张朝阳,张展腾,张玲,李云华",一种车辆节能系统
常德中联重科液压有限公司,2013-08-08,CN201310344640.X,2015-10-07,CN103398037B,"苏洪昌,徐尧",负载控制平衡阀与负载控制液压系统
长沙中联重科环卫机械有限公司,2013-11-28,CN201310618642.3,2015-06-03,CN104674731A,"龙亮,肖庆麟,刘伯祥,吴小云,覃先云",扫盘和道路清洁车辆
潍柴动力(潍坊)再制造有限公司,2014-01-23,CN201410032187.3,2016-05-04,CN103774168B,"李峰,王圣斌,丁韬,闻宝吉",再制造专用污垢清洗剂及其制备方法
长沙中联重科环卫机械有限公司,2013-11-28,CN201310624137.X,2015-06-03,CN104674735A,"肖庆麟,龙亮,甘新宇,覃先云",吸嘴和道路清洁车辆
湖南中联重科车桥有限公司,2013-08-20,CN201310364140.2,2015-06-03,CN103434339B,"刘四清,杨刚",驱动桥组件和车辆
中兴通讯股份有限公司,2016-07-25,CN201610595944.7,2018-02-06,CN107666724A,秦雷,D2D/ProSe业务的执行方法及装置
长沙中联重科环卫机械有限公司,2013-11-28,CN201310625936.9,2015-06-03,CN104674742A,"刘伯祥,覃先云,龙亮,吴小云",旋转接头、扫盘和道路清洁车辆
长沙中联重科环卫机械有限公司,2013-11-22,CN201310594244.2,2015-06-17,CN103599884B,"舒春亮,李鸿,陈展",餐厨垃圾分离装置
中兴通讯股份有限公司,2016-07-25,CN201610589385.9,2018-02-02,CN107659864A,刘飞,一种降噪方法及终端
中兴通讯股份有限公司,2016-07-25,CN201610589704.6,2018-02-02,CN107659954A,傅平,一种终端通信管理方法及装置、移动终端
中联重科股份有限公司渭南分公司,2013-08-01,CN201310332574.4,2015-07-08,CN103382709B,刘联仓,除冰机收集装置及路面除冰机
长沙中联重科环卫机械有限公司,2014-12-26,CN201410826419.2,2015-06-03,CN104670933A,"甘新宇,徐浩,彭稳,王馨",用于储料空间的散装物料分布装置、控制系统和运输车辆
上海中联重科桩工机械有限公司,2012-11-26,CN201210489384.9,2015-06-03,CN102979453B,"孔祥玉,郑浩,常延沛",动力头压盘及具有其的动力头式钻孔设备
中兴通讯股份有限公司,2016-07-26,CN201610602286.X,2018-02-02,CN107659964A,"位宁,邢卫民,韩志强,吕开颖,孙波",一种网络分配矢量的设置方法及装置
中兴通讯股份有限公司,2011-11-04,CN201110345903.X,2018-02-06,CN103095632B,"苟伟,夏树强,戴博,左志松",载波控制域的配置方法及装置
中兴通讯股份有限公司,2016-07-27,CN201610601852.5,2018-02-06,CN107666438A,"彭少富,王会来,孙晋松",报文转发方法及装置
长沙中联重科环卫机械有限公司,2013-10-29,CN201310520909.5,2015-08-26,CN103551307B,高根树,风选机及风力风选系统
中联重科股份有限公司渭南分公司,2013-11-26,CN201310618936.6,2015-08-26,CN103627861B,"王发展,安高灵,刘太平,郑建校,丁蒲刚,付孝军",一种挖掘机动臂矫形消应力系统及矫形消应力的方法
中兴通讯股份有限公司,2011-08-24,CN201110248257.5,2018-02-06,CN102291693B,"白天,张桂兰",一种基于终端的融合消息业务实现方法及装置
中兴通讯股份有限公司,2016-11-24,CN201611044510.4,2018-02-09,CN107680164A,李戎,一种虚拟对象大小调整方法和装置
中联重科股份有限公司,2013-01-30,CN201310036030.3,2015-08-12,CN103101699B,"周福临,孙昌俊",垃圾压缩装置和垃圾压缩机
长沙中联重科环卫机械有限公司,2013-09-12,CN201310415563.2,2015-08-12,CN103469753B,"杨轲,黄磊",喷水架的偏转控制装置和清洗车
上海中联重科桩工机械有限公司,2012-08-22,CN201210301731.0,2015-08-05,CN102788063B,"朱长林,乔国华,黄志明,刘发民",液压装置和桩工机械
中兴通讯股份有限公司,2016-08-02,CN201610624476.1,2018-02-09,CN107682884A,戴翔,空口无线链路的维护方法及装置
中兴通讯股份有限公司,2012-08-20,CN201210295837.4,2018-02-09,CN103634801B,严菊明,资源分配方法和装置
长沙中联重科环卫机械有限公司,2013-03-07,CN201310073055.0,2015-08-26,CN103114546B,"龙亮,肖庆麟",小型洗扫车及其洗扫方法
常德中联重科液压有限公司,2013-09-30,CN201310462178.3,2015-08-26,CN103470815B,"苏洪昌,徐尧,杨红",平衡阀
南通中集特种运输设备制造有限公司,2017-03-23,CN201720293268.8,2017-11-10,CN206624256U,"李爱华,王扣建,许新祥",集装箱
中兴通讯股份有限公司,2011-04-22,CN201110102897.5,2018-02-09,CN102752232B,"丁欣,卢艳,陈军",媒体消息的处理方法和网关设备
中兴通讯股份有限公司,2011-07-20,CN201110203990.5,2018-02-09,CN102892201B,"郭森宝,孙云锋,戴博,陈艺戬",PHICH符号数据的传输方法和装置
中兴通讯股份有限公司,2016-07-25,CN201610588876.1,2018-02-02,CN107657824A,"郎瑾,田小福",车辆定位的方法、装置及终端
中联重科股份有限公司渭南分公司,2012-11-22,CN201210479458.0,2015-07-15,CN102943497B,杨凯,一种元件周围泥土清理工具
上海中联重科桩工机械有限公司,2015-09-18,CN201510598910.9,2018-01-02,CN105041732B,胡文江,带有自动抖土功能的控制系统及旋挖钻机
湖南中联重科车桥有限公司,2015-08-25,CN201510526033.4,2017-11-21,CN105090434B,"金毅,许名苟,刘爱萍,刘四清,万永杰",限滑差速器及车桥
中集集团集装箱控股有限公司,2014-07-24,CN201420413206.2,2014-12-31,CN204057062U,"田源,高永宽",集装箱零件自动上料机构
中集集团集装箱控股有限公司,2014-07-24,CN201420413402.X,2014-12-31,CN204056843U,"于春雷,李福强,吴军",硬开顶集装箱
中兴通讯股份有限公司,2016-07-25,CN201610589975.1,2018-02-02,CN107656740A,丁雪华,一种定制版本切换方法、装置和移动终端
中兴通讯股份有限公司,2016-07-21,CN201610578920.0,2018-01-30,CN107643898A,刘路,终端升级方法及装置
中集集团集装箱控股有限公司,2014-02-28,CN201420091044.5,2014-12-17,CN204021622U,"陈竟华,唐荣健",集装箱
扬州润扬物流装备有限公司,2014-08-22,CN201420479977.1,2015-02-11,CN204150501U,"朱建秀,蒋立华,李建军,金花,李相娟",一种可移动加气站集装箱
扬州通利冷藏集装箱有限公司,2017-09-13,CN201721177175.5,2018-04-20,CN207258441U,"杨保同,姜涤清,张冬兰",集装箱
中兴通讯股份有限公司,2012-06-04,CN201210181088.2,2018-01-30,CN103458474B,黄树强,多自组织网络管理方法和装置
中兴通讯股份有限公司,2016-07-18,CN201610565803.0,2018-01-26,CN107635053A,马彦青,移动终端屏幕控制方法及移动终端
中兴通讯股份有限公司,2016-10-10,CN201610884609.9,2018-01-26,CN107634838A,"周晓云,梁爽",策略控制方法、装置及系统
南通中集特种运输设备制造有限公司,2017-09-19,CN201721211456.8,2018-04-20,CN207258443U,"蒋德胜,吴益梅",弹性拉伸构件及具有该弹性拉伸构件的集装箱
南通中集特种运输设备制造有限公司,2016-11-02,CN201621176721.9,2017-05-03,CN206142220U,"黄吴飞,董春健,翟建兴,陈金峰,陈小军",一种集装箱
中兴通讯股份有限公司,2016-07-25,CN201610590261.2,2018-02-02,CN107657151A,李伟民,应用启动方法及装置
中兴通讯股份有限公司,2016-07-25,CN201610589688.0,2018-02-02,CN107656884A,马伟伟,一种数据处理方法和系统，外围组件快速互连设备及主机
扬州润扬物流装备有限公司,2016-11-08,CN201621205351.7,2017-05-17,CN206172247U,"罗时顺,张志松,薛蕾",用于集装箱的底架及具有其的集装箱
扬州润扬物流装备有限公司,2016-11-30,CN201621306722.0,2017-06-30,CN206290014U,"徐峰,张志松,李波,王彬,赵磊,罗时顺",一种集装箱
大连中集物流装备有限公司,2016-12-22,CN201621419732.5,2017-08-04,CN206375212U,"庞连军,程昊,汪亮,高扬,丛秀凤,李福虎,孙明君",顶盖密封装置及具有其的集装箱
广东新会中集特种运输设备有限公司,2016-12-21,CN201621415741.7,2017-07-28,CN206356837U,"王宝东,陆宏文,关植林,刘俊",集装箱侧墙存储及上总装系统
大连中集物流装备有限公司,2016-12-14,CN201621376573.5,2017-08-04,CN206375112U,"回凤娜,李永哲,王忠连,倪建生,于美娜,李波",双层容器
太仓中集特种物流装备有限公司,2016-10-28,CN201621195497.8,2017-08-04,CN206375163U,"李爱华,许新祥",托架装置及具有其的运输装置
大连中集物流装备有限公司,2017-03-28,CN201720313680.1,2017-11-10,CN206624127U,"苏继军,刘春良,倪建生,李波",锁具及具有其的托盘箱
南通中集特种运输设备制造有限公司,2017-03-28,CN201720315348.9,2017-11-10,CN206624263U,"陈金峰,董春健,王峰",一种集装箱
青岛中集集装箱制造有限公司,2017-03-28,CN201720315724.4,2017-11-24,CN206666278U,"马嘉启,吴军,杨楠",一种箱体
扬州润扬物流装备有限公司,2017-01-25,CN201720101595.9,2017-09-22,CN206511435U,"刘波,姜笃良,秦汝涛,孔庆贺",集装箱底锁及具有其的集装箱
大连中集物流装备有限公司,2017-03-02,CN201720199244.6,2017-10-20,CN206569409U,"苏继军,孙士国,李维佳",托盘箱
中国国际海运集装箱(集团)股份有限公司,2017-07-06,CN201720814878.8,2018-01-30,CN206939515U,不公告发明人,运车架
潍柴动力股份有限公司,2015-12-07,CN201510897009.1,2018-03-13,CN105508058B,"王贵琛,刘晓林,吉学之,翟长辉,张鲁兵",适用于电控发动机的辅助制动超速警示方法及装置
潍柴动力股份有限公司,2015-05-04,CN201510221362.8,2018-03-13,CN104865015B,"王洋,邢东征,李宁,郭雪飞,李正现",一种气门密封套气密性的检测方法和装置
潍柴动力股份有限公司,2015-07-13,CN201510409239.9,2015-09-23,CN104929736A,王震华,燃气车载催化器再生的控制方法
潍柴动力股份有限公司,2015-04-29,CN201510214598.9,2015-09-30,CN104948272A,"战强,高常明,李钊",一种SCR系统及其尿素喷头
潍柴动力股份有限公司,2015-05-07,CN201510228067.5,2015-08-26,CN104868718A,"王世荣,秦涛,密德元",一种升压电路
潍柴动力股份有限公司,2012-10-23,CN201210407651.3,2015-10-07,CN102922000B,"于安庆,王志明,赵江",一种卧式镗床及其主轴定位机构
潍柴动力股份有限公司,2012-12-17,CN201210549838.7,2015-10-07,CN102995679B,"张露捷,杜志良,盛云,吴岳",一种挖掘机动作控制方法、装置及系统
潍柴动力股份有限公司,2015-07-24,CN201510444649.7,2015-10-14,CN104975920A,"张素英,李俊普,李昭阳,解家报,王奉双",一种SCR系统及其箱式催化消声器
潍柴动力股份有限公司,2012-04-06,CN201210099837.7,2015-11-18,CN102616125B,"韩尔樑,赵秀敏,刘林,佟德辉,任传波,王宏宇,曲金玉",一种提供液压蓄能混合动力的系统和方法
潍柴动力股份有限公司,2012-12-19,CN201210557027.1,2015-11-18,CN103064403B,"宋长营,李大明,王欣伟,赵中煜,李兰菊,宋增凤",一种ECU硬件在环仿真自动化测试方法和系统
潍柴动力股份有限公司,2012-10-26,CN201210419399.8,2015-11-18,CN102874249B,"韩尔樑,王宏宇,郭焕刚,袁新枚,刘林,苗盼盼",一种用于混合动力的电机控制装置
潍柴动力股份有限公司,2013-05-24,CN201310199090.7,2015-11-18,CN103287282B,"韩尔樑,潘凤文,银铭强,孙磊,刘焕东",一种动力电池充电保护装置
广东新会中集特种运输设备有限公司,2013-06-13,CN201320338878.7,2014-01-29,CN203410865U,"孔河清,李升奇,赵建刚,伍国权,张前先,李赛方,许波",折叠箱平衡装置及其折叠箱
潍柴动力股份有限公司,2012-11-06,CN201210439216.9,2015-11-25,CN102923078B,"韩尔樑,刘信奎,陈雪丽,潘凤文,王朝辉,方丽君",一种汽车空气压缩装置控制方法
潍柴动力股份有限公司,2015-09-08,CN201510566305.3,2015-11-25,CN105089845A,"王刚,马高强,徐得石,翟长辉",封堵装置及应用该封堵装置的发动机
潍柴动力股份有限公司,2012-03-29,CN201210089090.7,2015-11-18,CN102602388B,"韩尔樑,王宏宇,李欣欣",一种优化混合动力发动机怠速下工况的方法和装置
中集集团集装箱控股有限公司,2013-07-19,CN201320434906.5,2014-02-12,CN203428315U,"姜笃良,刘波,封学盛,崔荣,吴在国",散货集装箱卸货门的锁紧机构及散货集装箱
中集集团集装箱控股有限公司,2013-11-05,CN201320694156.5,2014-04-30,CN203568260U,"王君,张贤伟,王欣,孟庆宇",硬开顶集装箱
潍柴动力股份有限公司,2012-12-25,CN201210571967.6,2015-12-23,CN103033386B,"张成强,刘海军,王洋,张纪宝,宋建正",一种节温器动态升程测试装置和测试方法
潍柴动力股份有限公司,2013-01-09,CN201310008155.5,2016-01-06,CN103014232B,"李明,房夺,张行河,姜爱龙",一种喂线法生产蠕墨铸铁用包芯线以及一种蠕墨铸铁的制备方法
扬州通利冷藏集装箱有限公司,2013-11-18,CN201320729526.4,2014-04-30,CN203569918U,"杨保同,陆玉柏,马力",一种集装箱
中集集团集装箱控股有限公司,2013-10-11,CN201320628410.1,2014-04-09,CN203529192U,"黄田化,尚智明,孙吉栋,渠祥乐,刘元君",一种非标准集装箱
中集集团集装箱控股有限公司,2013-10-31,CN201320686272.2,2014-04-16,CN203544810U,"朱建秀,刘波,李建军,金花,王飞飞",端门结构及带有该端门结构的集装箱
潍柴动力股份有限公司,2010-04-27,CN201010166657.7,2015-12-30,CN102235269B,"佟德辉,张强,李国祥,李娜,邵思东,李军银",一种燃料供应系统和包括该燃料供应系统的车辆系统
潍柴动力股份有限公司,2013-04-22,CN201310141187.2,2016-01-13,CN103234722B,"陈占善,魏涛,王洋,刘海军,李京鲁",飞轮壳疲劳试验装置及试验方法
广东新会中集特种运输设备有限公司,2013-12-11,CN201320815712.X,2014-05-14,CN203593317U,"姚谷,黎泽深,孔河清,姚学文,赵建刚",集装箱及其钢地板底架
中集集团集装箱控股有限公司,2013-09-13,CN201320571259.2,2014-03-19,CN203486733U,"章志军,周卫华,刘荣,丁志春",一种集装箱的吊具
长沙中联重科环卫机械有限公司,2013-11-19,CN201310585225.3,2014-03-19,CN103638817A,"张明耀,汤凡誉,李珍,谢长宇,彭南兴,吴勇",膜柱的清洗控制方法、装置、系统及污水处理设备
潍柴动力股份有限公司,2013-10-09,CN201310468370.3,2016-01-13,CN103527318B,"王秀雷,许自涛,桑心成,孟媛媛",一种电控柴油发动机飞车保护方法及装置
中集集团集装箱控股有限公司,2013-09-16,CN201320574836.3,2014-03-19,CN203486318U,"马锡山,张新林,郭晓生,黄红珍,周卫华",用于运输圆柱形货物的集装箱底架及具有该底架的集装箱
中集集团集装箱控股有限公司,2013-09-03,CN201320544877.8,2014-03-19,CN203486369U,"丁志春,吕国权,范凯",一种联结式集装箱
中集集团集装箱控股有限公司,2013-09-23,CN201320588851.3,2014-03-19,CN203484784U,"张鹤,王永新,赵跃年,蔡杨波",集装箱波纹板角焊缝及搭接焊缝的焊接系统
中联重科股份有限公司渭南分公司,2013-11-26,CN201310618936.6,2014-03-12,CN103627861A,"王发展,安高灵,刘太平,郑建校,丁蒲刚,付孝军",一种挖掘机动臂矫形消应力系统及矫形消应力的方法
